"New Category Structure from October 15, 2019 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","11-50 Items","","","40173"
"","","","51-100 Items","","","52542"
"","","","101-500","","","40174"
"","","","More than 500","","","46759"
"","","Magazines","","","","52543"
"","","Other Wholesale Books","","","","26185"
"","Other Books","","","","","268"
"Business & Industrial","","","","","","12576"
"","Adhesives, Sealants & Tapes","","","","","109471"
"","","Adhesive Tapes","","","","109475"
"","","Glues, Epoxies & Cements","","","","183746"
"","","","Multi-Component Epoxies","","","183857"
"","","","Hot Glue Sticks","","","183968"
"","","","Liquid Glues & Cements","","","184079"
"","","","Spray Adhesives","","","184190"
"","","","Conductive Wire Glue Pastes","","","184293"
"","","Caulks, Sealants & Removers","","","","184304"
"","","","Caulks & Sealants","","","184315"
"","","","Threadlockers","","","184326"
"","","","Liquid & Spray Caulk Removers","","","183747"
"","","","Caulking Tips & Caps","","","183758"
"","","","Caulk Removing Tools","","","183769"
"","","Adhesive Guns & Dispensers","","","","183780"
"","","","Glue Guns","","","183791"
"","","","Caulk Guns","","","183802"
"","","","Glue Dispensing Syringes","","","183813"
"","","","Glue Syringe Tips","","","183824"
"","","","Hot Glue Dispensers","","","183835"
"","","","Tape Guns & Dispensers","","","183846"
"","","","Solder Paste Dispensers","","","183858"
"","Agriculture & Forestry","","","","","11748"
"","","Forestry Equipment & Supplies","","","","61787"
"","","","Equipment","","","61788"
"","","","Supplies & Tools","","","57111"
"","","","Other Forestry Equipment","","","61790"
"","","GPS & Guidance Equipment","","","","159685"
"","","Livestock Supplies","","","","46526"
"","","","Animal Feed","","","113991"
"","","","Animal Health & Veterinary","","","53059"
"","","","Beekeeping","","","46527"
"","","","Beef Cattle","","","46531"
"","","","Dairy Cattle","","","46528"
"","","","Fencing","","","46529"
"","","","Horse","","","61586"
"","","","Pig/Hog","","","66901"
"","","","Poultry","","","46532"
"","","","Sheep & Goat","","","56976"
"","","","Other Livestock Supplies","","","11751"
"","","Other Agriculture & Forestry","","","","1269"
"","","Wholesale Lots","","","","45013"
"","Building Materials & Supplies","","","","","41498"
"","","Construction Signage","","","","63895"
"","","Doors & Fixtures","","","","63890"
"","","","Doors","","","58142"
"","","","Locks & Locksets","","","63891"
"","","","Openers & Closers","","","63892"
"","","","Other Doors & Fixtures","","","63893"
"","","Fasteners & Connectors","","","","41500"
"","","Faucets & Taps","","","","63897"
"","","Insulation","","","","63894"
"","","Lights & Lighting","","","","183838"
"","","","Lighting Ballasts & Starters","","","66915"
"","","","Bench, Machine & Work Lights","","","65474"
"","","","Light Bulbs & Lamps","","","42883"
"","","","Industrial Lighting Fixtures","","","26219"
"","","","Other Lights & Lighting","","","42884"
"","","Lumber & Millwork","","","","58148"
"","","Marble, Tile & Stone","","","","46572"
"","","Modular & Pre-Fabricated Buildings","","","","55805"
"","","Painting Equipment & Supplies","","","","46544"
"","","","Brushes & Rollers","","","109464"
"","","","Mixers & Stripers","","","109503"
"","","","Paints, Powders & Coatings","","","42927"
"","","","Sprayers","","","71403"
"","","","Other Painting Equipment","","","46545"
"","","Water Heaters","","","","183974"
"","","","Tanked Water Heaters","","","183975"
"","","","Tankless Water Heaters","","","183976"
"","","","Water Heater Parts & Accessories","","","183977"
"","","Windows & Glass","","","","41501"
"","","Vintage Construction","","","","116996"
"","","","Machine Parts & Tools","","","116997"
"","","","Manuals & Brochures","","","116998"
"","","","Other Vintage Construction","","","99995"
"","","Contractor Guides & Manuals","","","","42300"
"","","Other Building Materials","","","","1268"
"","","Wholesale Lots","","","","56139"
"","Cleaning & Janitorial Supplies","","","","","46534"
"","","Cleaners & Disinfectants","","","","183869"
"","","","Aerosol & Foam Cleaners","","","183880"
"","","","Gel, Paste & Powder Cleaners","","","183891"
"","","","Liquid Cleaners","","","183902"
"","","","Pod, Cake & Screen Cleaners","","","183913"
"","","","Cleaning Wipes & Pads","","","183924"
"","","Manual Cleaning Equipment","","","","183935"
"","","","Bottles, Nozzles & Sprayers","","","183946"
"","","","Brush Cleaners","","","183957"
"","","","Cleaning Brushes","","","183969"
"","","","Cleaning Sponges","","","183980"
"","","","Standard Buckets & Pails","","","183991"
"","","","Disposable Janitorial Gloves","","","184002"
"","","","Reusable Dusting Cloths","","","184013"
"","","","Dusters & Duster Refills","","","184024"
"","","","Rags, Towels & Wipers","","","184035"
"","","","Sorbent Pads","","","184046"
"","","","Brooms & Dust Pans","","","184057"
"","","","","Standing Brooms","","184068"
"","","","","Whisk Brooms","","184080"
"","","","","Broom Handles","","184091"
"","","","","Broom Heads","","184102"
"","","","","Dust Pans & Sets","","184113"
"","","","Mops, Mop Parts & Accessories","","","184124"
"","","","","Complete Mops","","184135"
"","","","","Mop Kits & Systems","","184146"
"","","","","Mop Heads","","184157"
"","","","","Mop Pads","","184168"
"","","","","Mop Head Frames","","184179"
"","","","","Mop Pad Holders","","184191"
"","","","","Mop Handles","","184202"
"","","","","Mop Refill Sheets","","184213"
"","","","","Sponge Mop Refills","","184224"
"","","","","Mop Buckets","","184235"
"","","","","Laundry Nets & Mesh Bags","","184246"
"","","","","Other Mop Parts & Accessories","","184257"
"","","","Extension Handles & Poles","","","184268"
"","","","Drain & Toilet Plungers","","","184278"
"","","","Pump Sprayers","","","184289"
"","","","Squeegees & Replacement Blades","","","184294"
"","","","Steel Wool","","","184295"
"","","","Other Cleaning Equipment","","","184296"
"","","Laundry Carts, Bags & Cleaners","","","","184297"
"","","","Laundry Carts, Hampers & Bags","","","184298"
"","","","Laundry Detergents & Softeners","","","184299"
"","","","","Laundry Liquids","","184300"
"","","","","Laundry Powders","","184301"
"","","","","Single-Use Laundry Packs/Pods","","184302"
"","","","","Laundry Sheets & Wipes","","184303"
"","","","","Laundry Sticks","","184305"
"","","Janitorial & Housekeeping Carts","","","","184306"
"","","Janitorial Cart Bags","","","","184307"
"","","Trash Bags & Trash Liners","","","","183873"
"","","Sanitation Steam Cleaners","","","","184308"
"","","","Handheld Steam Cleaners","","","184309"
"","","","Wheeled Steam Cleaners","","","184310"
"","","","Steam Cleaner Parts & Accessories","","","184311"
"","","Floor & Upholstery Cleaning","","","","184312"
"","","","Vacuum Cleaners, Parts & Accessories","","","184313"
"","","","","Backpack Vacuums","","184314"
"","","","","Canister & Wet/Dry Vacuums","","66961"
"","","","","Handheld Vacuums","","184316"
"","","","","Upright & Wide Area Vacuums","","53286"
"","","","","Vacuum Cleaner Parts & Accessories","","184317"
"","","","","","Vacuum Bags & Filter Bags","184318"
"","","","","","Vacuum Cleaner Belts","184319"
"","","","","","Vacuum Cleaner Brushes","184320"
"","","","","","Vacuum Cleaner Filters","184321"
"","","","","","Vacuum Cleaner Hoses","184322"
"","","","","","Vacuum Cleaner Motors","184323"
"","","","","","Vacuum Cleaner Accessory Kits","184324"
"","","","","","Other Vacuum Parts & Accessories","184325"
"","","","Extractors & Steam Cleaners","","","184327"
"","","","","Canister Extractors","","184328"
"","","","","Walk-Behind Extractors","","184329"
"","","","","Truck-Mount Extractors","","184330"
"","","","","Rotary Extractor Attachments","","184331"
"","","","","Extractor Hoses","","184332"
"","","","","Other Extractor Parts & Accessories","","184333"
"","","","Scrubbers, Buffers & Polishers","","","184334"
"","","","","Corded Scrubbers & Buffers","","46535"
"","","","","Propane Scrubbers & Buffers","","66957"
"","","","","Battery Scrubbers & Buffers","","184335"
"","","","","Scrubber & Buffer Parts & Accessories","","184336"
"","","","","","Clutch Plates & Pad Drivers","183748"
"","","","","","Scrubber & Buffer Belts","183749"
"","","","","","Scrubber & Buffer Brushes","183750"
"","","","","","Scrubber & Buffer Squeegees","183751"
"","","","","","Scrubber/Buffer Pads & Bonnets","183752"
"","","","","","Other Parts & Accessories","183753"
"","","","Floor & Carpet Sweepers","","","183754"
"","","","","Ride-On Sweepers","","66969"
"","","","","Walk-Behind Sweepers","","53285"
"","","","","Sweeper Parts & Accessories","","183755"
"","","","","","Sweeper Belts","183756"
"","","","","","Sweeper Brooms","183757"
"","","","","","Sweeper Filters","183759"
"","","","","","Other Sweeper Parts & Accessories","183760"
"","","","Escalator Cleaners","","","183761"
"","","","Blowers, Air Movers & Dryers","","","109459"
"","","Pressure Washers, Parts & Accessories","","","","183762"
"","","","Diesel Pressure Washers","","","183763"
"","","","Electric Pressure Washers","","","183764"
"","","","Gas Pressure Washers","","","183765"
"","","","Pressure Washer Parts & Accessories","","","183766"
"","","","","Chemical Injectors","","183767"
"","","","","Extension Lances","","183768"
"","","","","Gutter Cleaning Tools","","183770"
"","","","","Nozzles & Nozzle Sets","","183771"
"","","","","Pressure Washer Hoses","","183772"
"","","","","Pressure Washer Spray Guns","","183773"
"","","","","Pressure Washer Wands","","183774"
"","","","","Soap Applicator Attachments","","183775"
"","","","","Surface Cleaning Attachments","","183776"
"","","","","Pressure Washer Accessory Kits","","183777"
"","","","","Other Pressure Washer Parts & Accessories","","119101"
"","","Pest Control Supplies","","","","183778"
"","","","Insect Traps & Lures","","","183779"
"","","","","Insect Traps","","183781"
"","","","","","Adhesive Insect Light Traps","183782"
"","","","","","Bait & Lure Insect Traps","183783"
"","","","","","Bug Zappers","183784"
"","","","","","Sticky Traps","183785"
"","","","","Insect Lures","","183786"
"","","","Rodent Traps & Boxes","","","183787"
"","","","","Snap & Glue Traps & Boxes","","183788"
"","","","","Battery-Powered Traps","","183789"
"","","","","Catch & Release Traps","","183790"
"","","","Pest Repellants & Poisons","","","183792"
"","","","","Pest Control Bait & Stations","","183793"
"","","","","","Pest Control Granules","183794"
"","","","","","Pest Control Liquid Bait","183795"
"","","","","","Pest Control Bait Stations","183796"
"","","","","Pest Control Dusts & Powders","","183797"
"","","","","Pest Control Fill Fabrics","","183798"
"","","","","Pest Control Foggers","","183799"
"","","","","Pest Control Gels","","183800"
"","","","","Pest Control Sprays","","183801"
"","","","","Ultrasonic Pest Repellers","","183803"
"","","","","Pest Control Treatment Kits","","183804"
"","","","Pest Trap Parts & Accessories","","","183805"
"","","","","Pest Control Trap Bulbs","","183806"
"","","","","Pest Trap Glue Boards","","183807"
"","","","","Pest Trap Sticky Paper","","183808"
"","","","","Other Pest Trap Parts & Accessories","","183809"
"","","Other Cleaning Supplies","","","","183888"
"","CNC, Metalworking & Manufacturing","","","","","11804"
"","","Metalworking Equipment","","","","258061"
"","","","Bending Machines","","","42147"
"","","","Beveling Machines","","","258443"
"","","","Boring Machines","","","258062"
"","","","Drilling & Tapping Machines","","","258063"
"","","","","Drill & Tap Centers","","258067"
"","","","","Floor & Bench Drill Presses","","258065"
"","","","","Magnetic & Portable Drill Presses","","258064"
"","","","","Tapping Arms","","258066"
"","","","Electrical Discharge Machines","","","258068"
"","","","Finishing Machines","","","258069"
"","","","Folding Machines","","","258070"
"","","","Gear Cutting Machines","","","258071"
"","","","Grinding Machines","","","258072"
"","","","Honing & Lapping Machines","","","258073"
"","","","Ironworker Machines","","","258075"
"","","","Laser Cutting Machines","","","258074"
"","","","Machining Centers & Milling Machines","","","258084"
"","","","Metalworking Lathes","","","258076"
"","","","Metalworking Saws & Cutters","","","258077"
"","","","","Circular Saws","","259022"
"","","","","Concrete Cut-Off Saws","","259023"
"","","","","Diamond Cutters","","258083"
"","","","","Hacksaws","","258082"
"","","","","Horizontal Band Saws","","258079"
"","","","","Jig & Scroll Saws","","258081"
"","","","","Masonry & Tile Saws","","259024"
"","","","","Miter Saws","","259025"
"","","","","Portable Band Saws","","258080"
"","","","","Reciprocating Saws","","258455"
"","","","","Vertical Band Saws","","258060"
"","","","","Other Metalworking Saws","","259026"
"","","","Notcher Machines","","","258442"
"","","","Polishing & Buffing Machines","","","258085"
"","","","Press Brakes","","","41957"
"","","","Punch Presses","","","31372"
"","","","Riveting Machines","","","258445"
"","","","Rollformer Machines","","","258444"
"","","","Sanding Machines","","","259028"
"","","","","Floor Sanders","","259029"
"","","","","Handheld Sanders","","259030"
"","","","Screw Feeder & Screw Conveyor Machines","","","104235"
"","","","Sheet Metal Shears","","","41958"
"","","","Waterjet Cutting Machines","","","258052"
"","","","Other Metalworking Equipment","","","258086"
"","","Metalworking Equipment Replacement Parts","","","","258169"
"","","Metalworking Fluids & Coolants","","","","185128"
"","","Metalworking Inspection & Measurement","","","","185130"
"","","","Calipers","","","258058"
"","","","","Caliper Gages","","258087"
"","","","","Dial Calipers","","258088"
"","","","","Digital Calipers","","258089"
"","","","","Joint Calipers & Dividers","","258090"
"","","","","Vernier Calipers","","258091"
"","","","CMM Machines & Comparators","","","25271"
"","","","Gage Blocks & Spacers","","","41934"
"","","","Indicators","","","58239"
"","","","Inspection Gages","","","58235"
