"New Category Structure from October 15, 2019 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","","Smiths","","86006"
"","","","","Soundgarden","","164084"
"","","","","Social Distortion","","164085"
"","","","","Sonic Youth","","164086"
"","","","","Spice Girls","","108828"
"","","","","Spears, Britney","","104701"
"","","","","","Apparel","104702"
"","","","","","Photos","104703"
"","","","","","Posters","104704"
"","","","","","Other Britney Spears Mem","53240"
"","","","","Spoon","","164087"
"","","","","Springsteen, Bruce","","33001"
"","","","","Status Quo","","164088"
"","","","","Stefani, Gwen","","164089"
"","","","","Stewart, Rod","","164090"
"","","","","Stone Temple Pilots","","86001"
"","","","","Streisand, Barbra","","104676"
"","","","","Strokes","","85995"
"","","","","Styx","","105042"
"","","","","Sublime","","53280"
"","","","","Sum 41","","105043"
"","","","","System of a Down","","33016"
"","","","","Other Rock & Pop Artists S","","105033"
"","","","Artists T","","","105044"
"","","","","Talking Heads","","108858"
"","","","","Take That","","164091"
"","","","","Thin Lizzy","","108859"
"","","","","Timberlake, Justin","","83184"
"","","","","Tokio Hotel","","164093"
"","","","","Tool","","53281"
"","","","","Turner, Tina","","108860"
"","","","","Type O Negative","","164092"
"","","","","Other Rock & Pop Artists T","","105045"
"","","","Artists U","","","105054"
"","","","","U2","","105057"
"","","","","","Apparel","105058"
"","","","","","Concert Memorabilia","105059"
"","","","","","Photos","105060"
"","","","","","Posters","105061"
"","","","","","Other U2 Memorabilia","2356"
"","","","","Uriah Heep","","164094"
"","","","","Used","","164095"
"","","","","Usher","","105056"
"","","","","Other Rock & Pop Artists U","","105055"
"","","","Artists V","","","105062"
"","","","","Vai, Steve","","108861"
"","","","","Van Halen","","105065"
"","","","","","Apparel","105066"
"","","","","","Concert Memorabilia","105067"
"","","","","","Photos","105068"
"","","","","","Posters","105069"
"","","","","","Other Van Halen Memorabilia","53283"
"","","","","Vaughan, Stevie Ray","","53279"
"","","","","Velvet Revolver","","164096"
"","","","","Velvet Underground","","108862"
"","","","","Other Rock & Pop Artists V","","105064"
"","","","Artists W","","","105070"
"","","","","Waits, Tom","","164097"
"","","","","Weezer","","108863"
"","","","","Wham!","","108864"
"","","","","Whitesnake","","164098"
"","","","","White Stripes","","86011"
"","","","","White Zombie","","164099"
"","","","","Widespread Panic","","86010"
"","","","","Wilco","","164100"
"","","","","Williams, Lucinda","","164101"
"","","","","Winehouse, Amy","","164102"
"","","","","Who","","105047"
"","","","","","Apparel","105048"
"","","","","","Concert Memorabilia","105049"
"","","","","","Posters","105050"
"","","","","","Other The Who Memorabilia","1423"
"","","","","Wolfmother","","164103"
"","","","","Other Rock & Pop Artists W","","105071"
"","","","Artists X-Z","","","105072"
"","","","","Yes","","164104"
"","","","","Young, Neil","","104978"
"","","","","Zombie, Rob","","164105"
"","","","","Zappa, Frank","","164106"
"","","","","ZZ Top","","53284"
"","","","","Other Rock & Pop Artists X-Z","","105073"
"","","World Music","","","","91497"
"","","Price Guides","","","","171204"
"","","Other Music Memorabilia","","","","108857"
"","Television Memorabilia","","","","","1424"
"","","Ads, Flyers","","","","18835"
"","","Clippings","","","","32996"
"","","Merchandise & Promotional","","","","90733"
"","","","Apparel","","","60376"
"","","","","Hats","","60377"
"","","","","Hoodies & Sweatshirts","","164107"
"","","","","Jackets","","60378"
"","","","","Ties","","168123"
"","","","","T-Shirts","","60379"
"","","","","Other Promotional TV Apparel","","32995"
"","","","Badges, Pins & Buttons","","","32997"
"","","","Bags & Backpacks","","","90734"
"","","","Books, Comics & Magazines","","","168125"
"","","","Calendars","","","61082"
"","","","Figures & Dolls","","","61083"
"","","","Fridge Magnets","","","61084"
"","","","Jewelry","","","164108"
"","","","Keyrings","","","82285"
"","","","License Plates & Signs","","","164109"
"","","","Mouse Pads, Mats","","","164110"
"","","","Mugs & Coasters","","","61085"
"","","","Patches","","","164111"
"","","","Plates","","","164112"
"","","","Postcards & Collector Cards","","","82286"
"","","","Stickers & Decals","","","164113"
"","","","Watches & Clocks","","","168124"
"","","","Other TV Show Merchandise","","","98830"
"","","Photographs","","","","18854"
"","","","Pre-1940","","","60386"
"","","","","Black & White","","60387"
"","","","","Color","","60388"
"","","","1940-49","","","60389"
"","","","","Black & White","","60390"
"","","","","Color","","60391"
"","","","1950-59","","","60392"
"","","","","Black & White","","60393"
"","","","","Color","","60394"
"","","","1960-69","","","60395"
"","","","","Black & White","","60396"
"","","","","Color","","60397"
"","","","1970-79","","","60398"
"","","","","Black & White","","60399"
"","","","","Color","","60400"
"","","","1980-89","","","60401"
"","","","","Black & White","","60402"
"","","","","Color","","60403"
"","","","1990-99","","","60404"
"","","","","Black & White","","60405"
"","","","","Color","","60406"
"","","","2000-Now","","","60407"
"","","","","Black & White","","60408"
"","","","","Color","","60409"
"","","","Collections & Bulk Lots","","","67910"
"","","","Other TV Show Photos","","","18836"
"","","Posters","","","","60380"
"","","","Originals","","","168126"
"","","","","Pre-1950","","164118"
"","","","","1950-59","","164119"
"","","","","1960-69","","164120"
"","","","","1970-79","","164121"
"","","","","1980-89","","164122"
"","","","","1990-99","","164123"
"","","","","2000-Now","","164124"
"","","","Reproductions","","","164125"
"","","","Other TV Show Posters","","","18837"
"","","Press Kits","","","","18838"
"","","Props","","","","164114"
"","","","Originals","","","18839"
"","","","Reproductions","","","164115"
"","","Scripts","","","","166704"
"","","","Originals","","","166705"
"","","","","Signed","","166706"
"","","","","Unsigned","","18840"
"","","","Reproductions","","","166707"
"","","Wardrobe","","","","164116"
"","","","Originals","","","18841"
"","","","Reproductions","","","164117"
"","","Price Guides","","","","171205"
"","","Other Television Memorabilia","","","","201"
"","Theater Memorabilia","","","","","2362"
"","","Ads, Flyers","","","","2369"
"","","Brochures","","","","164127"
"","","Merchandise & Promotional","","","","164126"
"","","Photographs","","","","164128"
"","","Playbills","","","","108931"
"","","","Pre-1940","","","60411"
"","","","1940-49","","","60412"
"","","","1950-59","","","60413"
"","","","1960-69","","","60414"
"","","","1970-79","","","60415"
"","","","1980-89","","","60416"
"","","","1990-99","","","60417"
"","","","2000-Now","","","60418"
"","","","Collections & Bulk Lots","","","164130"
"","","","Other Theater Playbills","","","2365"
"","","Postcards","","","","164131"
"","","Posters","","","","60419"
"","","","Originals-United States","","","60420"
"","","","Originals-International","","","60421"
"","","","Reproductions","","","60422"
"","","","Other Theater Posters","","","18842"
"","","Props & Wardrobe","","","","2366"
"","","Publications","","","","168127"
"","","Scripts & Songbooks","","","","164129"
"","","Souvenir Programs","","","","164890"
"","","","Pre-1940","","","164891"
"","","","1940-49","","","164892"
"","","","1950-59","","","164893"
"","","","1960-69","","","164894"
"","","","1970-79","","","164895"
"","","","1980-89","","","164896"
"","","","1990-99","","","164897"
"","","","2000-Now","","","164898"
"","","","Other Theater Programs","","","2367"
"","","Window Cards","","","","2368"
"","","Price Guides","","","","171206"
"","","Other Theater Memorabilia","","","","778"
"","Video Game Memorabilia","","","","","45101"
"","Other Entertainment Mem","","","","","2312"
"Gift Cards & Coupons","","","","","","172008"
"","Gift Cards","","","","","172009"
"","eBay Gift Cards","","","","","172036"
"","Gift Certificates","","","","","31411"
"","Coupons","","","","","172010"
"","Digital Gifts","","","","","176950"
"Health & Beauty","","","","","","26395"
"","Bath & Body","","","","","11838"
"","","Bar Soaps","","","","180924"
"","","Bath Bombs & Fizzies","","","","72759"
"","","Bath Brushes & Sponges","","","","74990"
"","","Bath Oils","","","","31751"
"","","Bath Salts","","","","67390"
"","","Bath Sets & Kits","","","","67391"
"","","Body Lotions & Moisturizers","","","","11841"
"","","Body Powders","","","","29581"
"","","Body Scrubs & Exfoliants","","","","31752"
"","","Body Sprays & Mists","","","","31753"
"","","Body Washes & Shower Gels","","","","31754"
"","","Bubble Baths","","","","31755"
"","","Deodorants & Antiperspirants","","","","29580"
"","","Hand Washes","","","","180918"
"","","Scar & Stretch Mark Reducers","","","","74994"
"","","Shower Caps","","","","182100"
"","","Travel Bottles & Containers","","","","180925"
"","","Mixed Items","","","","29584"
"","","Other Bath & Body Supplies","","","","11837"
"","Fragrances","","","","","180345"
"","","Children's Fragrances","","","","159719"
"","","Men's Fragrances","","","","29585"
"","","Women's Fragrances","","","","11848"
"","","Unisex Fragrances","","","","112661"
"","Hair Care & Styling","","","","","11854"
"","","Brushes & Combs","","","","11855"
"","","Hair Color","","","","31412"
"","","Hair Dryers","","","","11858"
"","","Hair Extensions & Wigs","","","","182101"
"","","","Hair Extensions","","","175636"
"","","","Wigs & Hairpieces","","","175635"
"","","","Wig & Extension Supplies","","","175637"
"","","","Other Extensions & Wigs","","","163581"
"","","Hair Loss Treatments","","","","31413"
"","","Hair Ties & Styling Accs","","","","82591"
"","","Medicated Hair Treatments","","","","109075"
"","","Perms","","","","166738"
"","","Relaxers & Straightening Prod","","","","177662"
"","","Rollers & Curlers","","","","36407"
"","","Shampoos & Conditioners","","","","177661"
"","","Straightening & Curling Irons","","","","177659"
"","","Styling Products","","","","11860"
"","","Treatments, Oils & Protectors","","","","177660"
"","","Sets & Kits","","","","31788"
"","","Other Hair Care & Styling","","","","177658"
"","Health Care","","","","","67588"
"","","Diabetes Care","","","","72873"
"","","","Glucose Monitoring Kits","","","72876"
"","","","Glucose Monitors","","","72874"
"","","","Glucose Test Strips","","","72877"
"","","","Lancets","","","72875"
"","","","Diabetic Care Bags & Cases","","","184569"
"","","","Other Diabetic Supplies","","","30117"
"","","Ear Care","","","","180938"
"","","","Ear Drops","","","180939"
"","","","Ear Plugs","","","180940"
"","","","Ear Wax Removers","","","180941"
"","","Feminine Care","","","","180942"
"","","","Feminine Care Deodorants","","","180943"
"","","","Feminine Care Washes","","","180944"
"","","","Menstrual Cups","","","180945"
"","","","Pantiliners","","","180946"
"","","","Sanitary Disposal","","","184570"
"","","","Sanitary Napkins","","","180947"
"","","","Tampons","","","180948"
"","","","Vaginal Moisturizers","","","180949"
"","","","Vaginal Yeast Infection Treatments","","","184571"
"","","","Other Feminine Care","","","180950"
"","","First Aid","","","","180931"
"","","","Skin Antiseptics & Sterile Solutions","","","180932"
"","","","Bandages, Gauze & Dressings","","","75034"
"","","","Kits & Bags","","","75035"
"","","","Medical ID Bracelets & Necklaces","","","184573"
"","","","Ointments, Creams & Oils","","","82592"
"","","","Other First Aid","","","11779"
"","","Foot Creams & Treatments","","","","36431"
"","","Hand Sanitizers","","","","177663"
"","","Hot & Cold Therapies","","","","180951"
"","","","Cold & Hot Packs & Wraps","","","180952"
"","","","Electric Heating Pads","","","180953"
"","","","Hot Water Bottles & Covers","","","101406"
"","","Monitoring & Testing","","","","30115"
"","","","Blood Pressure Monitoring","","","75072"
"","","","Cholesterol Testing","","","159875"
"","","","Disposable Breathalyzers","","","185074"
"","","","Electronic Breathalyzers","","","58037"
"","","","Drug Testing","","","159876"
"","","","Oximeters","","","171538"
"","","","Fertility & Ovulation Testing","","","30118"
"","","","Pregnancy Tests","","","36437"
"","","","Prenatal Monitoring","","","184574"
"","","","Thermometers","","","75075"
"","","","Other Monitoring & Testing","","","182131"
"","","Over-the-Counter Medications & Treatments","","","","75036"
"","","","Allergy","","","75037"
"","","","Asthma","","","182102"
"","","","Cold Sores","","","159797"
"","","","Cough, Cold & Flu","","","75038"
"","","","CPAP Accessories & Supplies","","","184577"
"","","","","CPAP Cleaning","","184578"
"","","","","CPAP Comfort & Travel","","184579"
"","","","","CPAP Replacement Parts","","184580"
"","","","Inhalers & Nebulizers","","","155667"
"","","","Digestion & Nausea","","","75039"
"","","","Pain & Fever Relief","","","75040"
"","","","Other OTC Meds & Treatments","","","45206"
"","","Pill Boxes, Pill Cases","","","","75041"
"","","Sexual Wellness","","","","176992"
"","","","Body Enhancing Devices","","","176993"
"","","","Condoms & Contraceptives","","","176994"
"","","","Lubricants & Lotions","","","176995"
"","","","Fantasy, Fetish & Accessories","","","176996"
"","","","Sex Toys","","","176997"
"","","","Sexual Remedies & Supplements","","","176998"
"","","","Other Sexual Wellness","","","176999"
"","","Sleeping Aids","","","","82593"
"","","","Chin Straps","","","180934"
"","","","Mouthpieces","","","180935"
"","","","Nasal Dilators","","","184581"
"","","","Nasal Strips","","","180936"
"","","","Nose Clips","","","184582"
"","","","Sleep Masks","","","159799"
"","","","Sleeping Pills","","","180937"
"","","","Sound Therapy","","","82594"
"","","","Other Sleeping Aids","","","40101"
"","","Smoking Cessation","","","","75042"
"","","","Alternative Therapies","","","75043"
"","","","Gum & Lozenges","","","75044"
"","","","Patches","","","75046"
"","","","Other Smoking Cessation","","","75047"
"","","Squeezable Stress Relievers","","","","180933"
"","","Other Health Care Supplies","","","","67589"
"","Makeup","","","","","31786"
"","","Body","","","","172016"
"","","Eyes","","","","172020"
"","","","Eyebrow Liner & Definition","","","78089"
"","","","Eyeliner","","","31787"
"","","","Eye Shadow","","","36865"
"","","","Eye Shadow Primer","","","172021"
"","","","Eye Shadow/Liner Combination","","","172022"
"","","","False Eyelashes & Adhesives","","","177664"
"","","","Lash Growth & Conditioner","","","172023"
"","","","Mascara","","","11869"
"","","","Other Eye Makeup","","","172024"
"","","Face","","","","172025"
"","","","BB, CC & Alphabet Creams","","","177665"
"","","","Blush","","","11864"
"","","","Bronzers & Highlighters","","","82596"
"","","","Concealer","","","11865"
"","","","Face Powder","","","21021"
"","","","Foundation","","","177666"
"","","","Foundation Primer","","","95216"
"","","","Other Face Makeup","","","172026"
"","","Lips","","","","172027"
"","","","Lip Gloss","","","31802"
"","","","Lip Liner","","","31803"
"","","","Lip Plumper","","","172029"
"","","","Lip Stain","","","172030"
"","","","Lipstick","","","31804"
"","","","Lipstick Primer","","","172031"
"","","","Other Lip Makeup","","","172028"
"","","Makeup Bags & Cases","","","","36413"
"","","Makeup Sets & Kits","","","","107956"
"","","Makeup Tools & Accessories","","","","36409"
"","","","Brush Cleaners","","","159805"
"","","","Brushes","","","82597"
"","","","Eyelash Tools","","","82599"
"","","","Makeup Mirrors","","","106256"
"","","","Sharpeners","","","172014"
"","","","Sponges, Applicators & Cotton","","","159806"
"","","","Other Makeup Tools & Accs","","","159807"
"","","Mixed Makeup Lots","","","","11985"
"","","Other Makeup","","","","31811"
"","Massage","","","","","36447"
"","","Electric Massage Chairs","","","","36448"
"","","Linens & Covers","","","","180956"
"","","Massagers","","","","36449"
"","","Massage Oils & Lotions","","","","36453"
"","","Massage Pillows & Bolsters","","","","101972"
"","","Massage Stones & Rocks","","","","67661"
"","","Massage Tables & Chairs","","","","36454"
"","","Other Massage Equipment & Accs","","","","19263"
"","Medical & Mobility","","","","","11778"
"","","Daily Living Aids","","","","182118"
"","","","Assisted Washing Aids","","","182119"
"","","","Bidet & Toilet Tissue Aids","","","182120"
"","","","Dressing & Grooming Aids","","","182121"
"","","","Driving Aids","","","184583"
"","","","Emergency Alert Systems","","","159878"
"","","","Incontinence Aids","","","36440"
"","","","Hearing Assistance","","","37821"
"","","","Kitchen & Dining Aids","","","182122"
"","","","Ostomy Aids","","","184572"
"","","","Portable Urinals & Bed Pans","","","182123"
"","","","Reacher Grabbers","","","159874"
"","","","Work & Leisure Aids","","","182124"
"","","","Other Daily Living Aids","","","182125"
"","","Mobility Furniture & Fixtures","","","","182113"
"","","","Access Ramps","","","75067"
"","","","Bed & Chair Tables","","","182114"
"","","","Furniture Risers","","","184584"
"","","","Handles & Rails","","","171537"
"","","","Shower & Bath Seats","","","129588"
"","","","Steps & Stairs","","","182115"
"","","","Toilet Frames & Commodes","","","171535"
"","","","Toilet Seats","","","171540"
"","","","Transfer Boards & Benches","","","182116"
"","","","Other Accessibility Fixtures","","","182117"
"","","Mobility/Walking Equipment","","","","28175"
"","","","Crutches","","","171536"
"","","","Mobility Scooters","","","75068"
"","","","Stairlifts & Elevators","","","75066"
"","","","Walkers & Canes","","","28176"
"","","","Wheelchairs","","","19265"
"","","","Parts & Accessories","","","182126"
"","","","","Accessories","","182127"
"","","","","Mobility Scooter Parts","","182128"
"","","","","Stairlift & Elevator Parts","","182129"
"","","","","Wheelchair Parts","","182130"
"","","","Other Mobility Equipment","","","28177"
"","","Orthopedics & Supports","","","","182132"
"","","","Orthotics, Braces & Sleeves","","","19264"
"","","","Compression Garments","","","182133"
"","","","Insoles & Shoe Inserts","","","182134"
"","","","Seat & Posture Cushions","","","182135"
"","","","Wedges & Bed Positioners","","","182136"
"","","","Other Orthopedic Products","","","182137"
"","","Other Mobility & Disability","","","","3193"
"","Nail Care, Manicure & Pedicure","","","","","47945"
"","","Acrylic Powders & Liquids","","","","182105"
"","","Artificial Nail Tips","","","","112562"
"","","Cuticle Treatments","","","","82610"
"","","Electric Files & Tools","","","","178960"
"","","Fiberglass & Silk Wraps","","","","182107"
"","","Gel Nails","","","","178961"
"","","Hand & Nail Treatment Creams","","","","36432"
"","","Manicure/Pedicure Tools & Kits","","","","11872"
"","","Nail Airbrush Kits & Supplies","","","","178959"
"","","Nail Art Accessories","","","","107876"
"","","Nail Dryers & UV/LED Lamps","","","","67653"
"","","Nail Polish","","","","11873"
"","","Nail Polish Remover","","","","47940"
"","","Nail Practice & Display","","","","112563"
"","","Press-On Nails","","","","182108"
"","","Spas, Baths & Supplies","","","","36430"
"","","Storage & Empty Containers","","","","107965"
"","","Other Nail Care","","","","11870"
"","Natural & Alternative Remedies","","","","","67659"
"","","Acupressure","","","","184585"
"","","Acupuncture","","","","37822"
"","","Aromatherapy","","","","19258"
"","","Detox Pads","","","","159886"
"","","Electrotherapy Devices","","","","108002"
"","","Herbal Remedies & Resins","","","","180954"
"","","Homeopathic Remedies","","","","180955"
"","","Ion Foot Baths","","","","159879"
"","","Iridology","","","","184586"
"","","Light Therapy Devices","","","","159881"
"","","Magnetic Therapy Devices","","","","11777"
"","","Neti Pots & Cleansers","","","","159882"
"","","Self Help Audiovisuals","","","","159880"
"","","Titanium Therapy Devices","","","","159885"
"","","Other Natural Remedies","","","","1279"
"","Oral Care","","","","","31769"
"","","Electric Toothbrushes","","","","31770"
"","","Standard Toothbrushes","","","","67421"
"","","Air & Water Flossers","","","","30354"
"","","Children's Oral Care","","","","159757"
"","","Dental Floss & Flossers","","","","159758"
"","","Denture Care","","","","48080"
"","","Mouthwash","","","","180266"
"","","Tongue Cleaners","","","","180267"
"","","Toothbrush Replacement Heads","","","","99654"
"","","Toothpaste","","","","67422"
"","","Whitening","","","","113913"
"","","Other Oral Care","","","","11843"
"","Salon & Spa Equipment","","","","","177731"
"","","Backwash Units & Shampoo Bowls","","","","117338"
"","","Hair & Makeup Mannequins","","","","177732"
"","","Magnifying Lamps","","","","177733"
"","","Professional Facial Machines","","","","177734"
"","","Professional Styling Tools","","","","177735"
"","","Professional Waxing Warmers","","","","177736"
"","","Rolling Makeup Cases","","","","75053"
"","","Salon Chairs & Dryers","","","","177737"
"","","Scissors & Shears","","","","101915"
"","","Sterilizers & Towel Warmers","","","","177739"
"","","Styling Capes & Gowns","","","","96428"
"","","Stylist Stations & Furniture","","","","177738"
"","","Salon & Spa Supplies","","","","177740"
"","","Other Salon & Spa Equipment","","","","177741"
"","Shaving & Hair Removal","","","","","31762"
"","","Aftershave & Pre-Shave","","","","47920"
"","","Clippers & Trimmers","","","","67408"
"","","Clipper & Trimmer Parts","","","","159789"
"","","Electric Shavers","","","","180512"
"","","","Men's Shavers","","","11844"
"","","","Women's Shavers","","","106317"
"","","","Shaver Parts & Accessories","","","139844"
"","","Epilators & Electrolysis","","","","37802"
"","","Hair Removal Creams & Sprays","","","","47925"
"","","Laser Hair Removal & IPL","","","","159795"
"","","Razors & Razor Blades","","","","179841"
"","","","Men's Razors","","","47921"
"","","","Men's Razor Blades","","","47931"
"","","","Women's Razors","","","178964"
"","","","Women's Razor Blades","","","178965"
"","","Shaving & Grooming Kits & Sets","","","","106315"
"","","Shaving Brushes & Mugs","","","","168191"
"","","Shaving Creams, Foams & Gels","","","","31763"
"","","Straight Razors","","","","159756"
"","","Tweezers","","","","67416"
"","","Waxing Supplies","","","","82565"
"","","Other Shaving & Hair Removal","","","","11840"
"","Skin Care","","","","","11863"
"","","Acne & Blemish Treatments","","","","29618"
"","","Anti-Aging Products","","","","33164"
"","","Blotting Paper","","","","75006"
"","","Cleansers & Toners","","","","177765"
"","","Cotton Swabs","","","","182112"
"","","Exfoliators & Scrubs","","","","29582"
"","","Eye Treatments & Masks","","","","177764"
"","","Home Skin Care Devices","","","","177767"
"","","Lightening Cream","","","","40088"
"","","Lip Balm & Treatments","","","","36870"
"","","Makeup Remover","","","","172032"
"","","Masks & Peels","","","","21022"
"","","Microdermabrasion Tools","","","","101925"
"","","Moisturizers","","","","21205"
"","","Night Treatments","","","","101926"
"","","Sets & Kits","","","","67500"
"","","Other Skin Care","","","","11862"
"","Sun Protection & Tanning","","","","","31772"
"","","After Sun Skin Care","","","","74996"
"","","Airbrush Compressors & Guns","","","","180922"
"","","Airbrush Tanning Kits","","","","180921"
"","","Airbrush Tents","","","","180923"
"","","Sunless Tanning Products","","","","31773"
"","","Sunscreen","","","","31774"
"","","Tanning Lamps, Bulbs","","","","50102"
"","","Tanning Beds & Booths","","","","50101"
"","","Tanning Body Stickers","","","","180919"
"","","Tanning Disposables","","","","180920"
"","","Tanning Lotion","","","","31776"
"","","Other Sun Protection & Tanning","","","","29583"
"","Tattoos & Body Art","","","","","33914"
"","","Henna Paste & Powder","","","","60890"
"","","Piercing Supplies & Kits","","","","33916"
"","","Stencils & Accessories","","","","179277"
"","","Tattoo Complete Kits","","","","57589"
"","","Tattoo Flash","","","","33915"
"","","Tattoo Inks","","","","57586"
"","","Tattoo Machines & Parts","","","","33917"
"","","Tattoo Needles, Grips & Tips","","","","179276"
"","","Tattoo Removal Machines","","","","168192"
"","","Tattoo Supplies","","","","33918"
"","","Temporary Tattoos","","","","33919"
"","","Other Tattoos & Body Art","","","","16705"
"","Vision Care","","","","","31414"
"","","Contact Lens Care Solutions","","","","31289"
"","","Contact Lens Cases","","","","110235"
"","","Eyeglass Cases","","","","116183"
"","","Eye Drops & Wash","","","","122773"
"","","Eyeglass Cloths & Sprays","","","","127470"
"","","Eyeglass Frames","","","","180957"
"","","Eyeglass Straps & Cords","","","","31287"
"","","Eyepatches & Eyeglass Patches","","","","180958"
"","","Low Vision Magnifiers","","","","67678"
"","","Prescription Glasses","","","","179693"
"","","Reading Glasses","","","","67670"
"","","Replacement Lenses","","","","30368"
"","","Other Vision Care","","","","31416"
"","Vitamins & Dietary Supplements","","","","","180959"
"","","Dietary Supplements","","","","180960"
"","","Dietary Supplement Accessories","","","","184490"
"","","","Capsule Holders & Molds","","","184491"
"","","","Empty Capsules","","","184492"
"","","","Shake Bottles & Mixers","","","184493"
"","","Endurance & Energy Bars, Drinks & Pills","","","","1278"
"","","Herbs & Botanicals","","","","19260"
"","","Sports Supplements","","","","97033"
"","","","Protein Shakes & Bodybuilding","","","97034"
"","","","Sports Diet & Weight Loss","","","21561"
"","","","Sports Energy & Hydration","","","180094"
"","","","Sports Vitamins & Minerals","","","97035"
"","","","Other Sports Supplements","","","97036"
"","","Vitamins & Minerals","","","","11776"
"","","Weight Management","","","","31817"
"","","","Appetite Control, Suppressants","","","181008"
"","","","Body Fat Analyzers","","","45735"
"","","","Detox & Cleansers","","","159731"
"","","","Fat Burners","","","181009"
"","","","Meal Replacement Drinks","","","31821"
"","","","Scales","","","77305"
"","","","Weight Loss Kits & Accs","","","36455"
"","","","Weight Loss Program Foods","","","82616"
"","","","Weight Loss Supplements","","","181007"
"","","","Other Weight Management","","","11781"
"","","Other Vitamins & Supplements","","","","19262"
"","Wholesale Lots","","","","","40965"
"","","Beauty & Personal Care","","","","51005"
"","","","Bath & Body","","","51006"
"","","","Hair Care","","","51007"
"","","","Fragrances","","","51008"
"","","","Makeup","","","40966"
"","","","Nail","","","51009"
"","","","Skin Care","","","78123"
"","","","Other Whlsl Personal Care","","","51010"
"","","Health Care","","","","40968"
"","","Medical & Special Needs","","","","40967"
"","","Other Whlsl Health & Beauty","","","","31822"
"","E-Cigarettes, Vapes & Accs","","","","","183497"
"","","E-Cigarettes, Vapes & Mods","","","","183498"
"","","E-Liquids & E-Cig Cartridges","","","","183499"
"","","E-Cigarette & Vape Parts","","","","183500"
"","","E-Cigarette & Vape Accessories","","","","183705"
"","Other Health & Beauty","","","","","1277"
"Home & Garden","","","","","","11700"
"","Bath","","","","","26677"
"","","Bath Accessory Sets","","","","176990"
"","","Bath Caddies & Storage","","","","54075"
"","","Bathmats, Rugs & Toilet Covers","","","","133696"
"","","Medicine Cabinets","","","","176991"
"","","Mirrors","","","","133693"
"","","Non-Slip Appliques & Mats","","","","66722"
"","","Scales","","","","108298"
"","","Shelves","","","","31385"
"","","Shower Curtains","","","","20441"
"","","Shower Curtain Hooks","","","","32874"
"","","Soap Dishes & Dispensers","","","","25451"
"","","Tissue Box Covers","","","","25452"
"","","Toilet Brushes & Sets","","","","66723"
"","","Toilet Paper Storage & Covers","","","","177124"
"","","Toothbrush Holders","","","","25453"
"","","Towels & Washcloths","","","","40587"
"","","Tumblers","","","","134640"
"","","Wall Hooks & Hangers","","","","103426"
"","","Other Bathroom Items","","","","19783"
"","Bedding","","","","","20444"
"","","Bed-in-a-Bag","","","","20469"
"","","Bed Pillows","","","","20445"
"","","Bed Skirts","","","","20450"
"","","Blankets & Throws","","","","175750"
"","","Canopies & Netting","","","","48090"
"","","Comforters & Sets","","","","45462"
"","","Decorative Bed Pillows","","","","115630"
"","","Duvet Covers & Sets","","","","37644"
"","","Mattress Pads & Feather Beds","","","","175751"
"","","Pillowcases","","","","54257"
"","","Pillow Shams","","","","43397"
"","","Quilts, Bedspreads & Coverlets","","","","175749"
"","","Sheets","","","","20460"
"","","Other Bedding","","","","25815"
"","Food & Beverages","","","","","14308"
"","","Alcohol & Alcohol Mixers","","","","179836"
"","","","Beer","","","148495"
"","","","Cider","","","182109"
"","","","Cocktail & Mixes","","","258856"
"","","","Absinthe","","","258505"
"","","","Brandy, Cognac & Distilled Wine","","","258507"
"","","","Sake, Soju & Rice Based","","","258506"
"","","","Gin","","","258855"
"","","","Liqueurs","","","258857"
"","","","Rum","","","258508"
"","","","Tequila & Agave Drinks","","","258509"
"","","","Vodka & Akvavit","","","258850"
"","","","Whisky","","","258851"
"","","","Wine","","","258852"
"","","","Sherry, Port & Fortified Wine","","","258853"
"","","","Other Wines, Liqueurs & Spirits","","","258854"
"","","Non-Alcoholic Drinks","","","","185035"
"","","","Coffee","","","185036"
"","","","","Coffee Beans","","38179"
"","","","","Coffee Pods","","79630"
"","","","","Coffee Substitutes","","185037"
"","","","","Ground Coffee","","79629"
"","","","","Instant Coffee","","185038"
"","","","","Other Coffee","","185039"
"","","","Energy & Fitness Drinks","","","185040"
"","","","Soft Drinks","","","179188"
"","","","Hot Chocolate & Malted Drinks","","","185041"
"","","","Iced Tea","","","185042"
"","","","Juices, Milkshakes & Smoothies","","","179176"
"","","","Longlife Dairy","","","257940"
"","","","Longlife Dairy Alternatives","","","257941"
"","","","Squash & Syrups","","","179189"
"","","","Tea & Infusions","","","38181"
"","","","Coconut Water","","","179175"
"","","","Water","","","48318"
"","","Cheese","","","","62706"
"","","Ice Cream","","","","179834"
"","","Pantry","","","","257942"
"","","","Baking & Desserts","","","257943"
"","","","","Baking Mixes","","62695"
"","","","","Cooking Chocolate & Cocoa","","257945"
"","","","","Custard, Dessert Sauces & Toppings","","257946"
"","","","","Edible Glitter & Sprinkles","","183344"
"","","","","Extracts & Flavoring","","257947"
"","","","","Flour","","257948"
"","","","","Fondant Markers & Gels","","183347"
"","","","","Food Coloring","","183345"
"","","","","Ice Cream Cones & Wafers","","257949"
"","","","","Ice Blocks","","257950"
"","","","","Icing & Fondant","","183346"
"","","","","Marzipan","","257951"
"","","","","Nuts & Seeds","","257952"
"","","","","Pastry & Flan Cases","","257953"
